date,time,current_temperature,thermostat_status,label,type
31-Mar-19,12:37:54,29.80257923,1,0,normal
31-Mar-19,12:37:54,28.51307631,1,0,normal
31-Mar-19,12:37:54,29.95279655,1,0,normal
31-Mar-19,12:37:54,32.79645656,1,0,normal
31-Mar-19,12:37:54,33.6022937,1,0,normal
31-Mar-19,12:37:54,28.87763166,0,0,normal
31-Mar-19,12:37:55,25,0,0,normal
31-Mar-19,12:37:55,30.8530648,1,0,normal
31-Mar-19,12:37:55,27.42502197,1,0,normal
31-Mar-19,12:37:55,25,0,0,normal
31-Mar-19,12:37:55,33.02945144,1,0,normal
31-Mar-19,12:37:55,29.46124208,1,0,normal
31-Mar-19,12:37:55,31.58502594,1,0,normal
31-Mar-19,12:37:55,31.93482298,1,0,normal
31-Mar-19,12:37:55,28.18117633,1,0,normal
31-Mar-19,12:37:56,32.52841928,1,0,normal
31-Mar-19,12:37:56,29.4733486,1,0,normal
31-Mar-19,12:37:56,34.41831163,0,0,normal
31-Mar-19,12:37:56,25,0,0,normal
31-Mar-19,12:37:56,31.19891799,1,0,normal
31-Mar-19,12:37:56,31.05081803,1,0,normal
31-Mar-19,12:37:56,29.21429586,1,0,normal
31-Mar-19,12:37:56,32.27651589,1,0,normal
31-Mar-19,12:37:57,32.59999803,1,0,normal
31-Mar-19,12:37:57,31.05601488,1,0,normal
31-Mar-19,12:37:57,32.19361673,1,0,normal
31-Mar-19,12:37:57,30.27420004,1,0,normal
31-Mar-19,12:37:57,33.96376467,1,0,normal
31-Mar-19,12:37:57,32.36468136,1,0,normal
31-Mar-19,12:37:57,30.23540495,0,0,normal
31-Mar-19,12:37:57,25,0,0,normal
31-Mar-19,12:37:57,28.92968747,1,0,normal
31-Mar-19,12:37:57,32.4155012,1,0,normal
31-Mar-19,12:37:57,30.358384,1,0,normal
31-Mar-19,12:37:57,26.62053797,1,0,normal
31-Mar-19,12:37:57,26.66804699,1,0,normal
31-Mar-19,12:37:58,27.44309166,1,0,normal
31-Mar-19,12:37:58,32.79924805,1,0,normal
31-Mar-19,12:37:58,29.67897634,1,0,normal
31-Mar-19,12:37:58,27.57714316,1,0,normal
31-Mar-19,12:37:58,33.30284282,1,0,normal
31-Mar-19,12:37:58,26.80851224,0,0,normal
31-Mar-19,12:37:58,25,0,0,normal
31-Mar-19,12:37:58,27.80731805,1,0,normal
31-Mar-19,12:37:58,33.01632013,1,0,normal
31-Mar-19,12:37:58,30.92710402,1,0,normal
31-Mar-19,12:37:58,28.08759701,1,0,normal
31-Mar-19,12:37:58,29.56962307,1,0,normal
31-Mar-19,12:37:59,31.68187385,1,0,normal
31-Mar-19,12:37:59,31.61411859,1,0,normal
31-Mar-19,12:37:59,25,0,0,normal
31-Mar-19,12:37:59,29.13017702,1,0,normal
31-Mar-19,12:37:59,28.71015276,1,0,normal
31-Mar-19,12:37:59,29.19708664,0,0,normal
31-Mar-19,12:37:59,25,0,0,normal
31-Mar-19,12:37:59,33.44963165,1,0,normal
31-Mar-19,12:37:59,34.21370446,0,0,normal
31-Mar-19,12:37:59,32.80014722,1,0,normal
31-Mar-19,12:37:59,31.34566728,1,0,normal
31-Mar-19,12:37:59,26.5143345,1,0,normal
31-Mar-19,12:37:59,29.43530911,1,0,normal
31-Mar-19,12:37:59,28.27715706,1,0,normal
31-Mar-19,12:37:59,29.70418115,1,0,normal
31-Mar-19,12:38:00,32.40762624,1,0,normal
31-Mar-19,12:38:00,33.18951303,1,0,normal
31-Mar-19,12:38:00,28.7767796,1,0,normal
31-Mar-19,12:38:00,27.63963686,0,0,normal
31-Mar-19,12:38:00,25,0,0,normal
31-Mar-19,12:38:00,30.38700782,1,0,normal
31-Mar-19,12:38:00,27.26662017,1,0,normal
31-Mar-19,12:38:00,33.5862785,0,0,normal
31-Mar-19,12:38:01,32.98536422,1,0,normal
31-Mar-19,12:38:01,29.2326879,1,0,normal
31-Mar-19,12:38:01,31.20752841,1,0,normal
31-Mar-19,12:38:01,31.57207349,1,0,normal
31-Mar-19,12:38:01,28.01923655,1,0,normal
31-Mar-19,12:38:01,32.11896084,1,0,normal
31-Mar-19,12:38:01,29.43889115,1,0,normal
31-Mar-19,12:38:01,34.18850573,1,0,normal
31-Mar-19,12:38:01,33.69508922,0,0,normal
31-Mar-19,12:38:01,25,0,0,normal
31-Mar-19,12:38:02,30.75744263,1,0,normal
31-Mar-19,12:38:02,30.56183446,1,0,normal
31-Mar-19,12:38:02,28.99800541,1,0,normal
31-Mar-19,12:38:02,32.24470135,1,0,normal
31-Mar-19,12:38:02,32.4350362,1,0,normal
31-Mar-19,12:38:02,30.84087143,1,0,normal
31-Mar-19,12:38:02,31.99294777,1,0,normal
31-Mar-19,12:38:02,30.11909393,1,0,normal
31-Mar-19,12:38:03,33.5181694,1,0,normal
31-Mar-19,12:38:03,31.99549625,1,0,normal
31-Mar-19,12:38:03,30.05649365,1,0,normal
31-Mar-19,12:38:03,28.34126023,0,0,normal
31-Mar-19,12:38:03,25,0,0,normal
31-Mar-19,12:38:03,28.76652015,1,0,normal
31-Mar-19,12:38:03,32.22668445,1,0,normal
31-Mar-19,12:38:03,30.30941624,1,0,normal
31-Mar-19,12:38:03,26.57872338,1,0,normal
31-Mar-19,12:38:03,26.5637379,1,0,normal
31-Mar-19,12:38:03,27.05130682,1,0,normal
31-Mar-19,12:38:03,32.71398098,1,0,normal
31-Mar-19,12:38:03,29.52185707,1,0,normal
31-Mar-19,12:38:04,27.38137059,1,0,normal
31-Mar-19,12:38:04,32.83115359,1,0,normal
31-Mar-19,12:38:04,26.50108801,1,0,normal
31-Mar-19,12:38:04,26.15706258,0,0,normal
31-Mar-19,12:38:04,25,0,0,normal
31-Mar-19,12:38:04,27.35854166,1,0,normal
31-Mar-19,12:38:04,32.902458,1,0,normal
31-Mar-19,12:38:04,30.85733877,1,0,normal
31-Mar-19,12:38:04,27.91159729,1,0,normal
31-Mar-19,12:38:04,29.54722415,1,0,normal
31-Mar-19,12:38:04,31.42648579,1,0,normal
31-Mar-19,12:38:04,31.44193471,1,0,normal
31-Mar-19,12:38:04,33.33703754,0,0,normal
31-Mar-19,12:38:04,28.68238942,1,0,normal
31-Mar-19,12:38:04,28.4769796,1,0,normal
31-Mar-19,12:38:04,28.80866733,1,0,normal
31-Mar-19,12:38:04,33.57938472,0,0,normal
31-Mar-19,12:38:04,25,0,0,normal
31-Mar-19,12:38:05,33.3675902,1,0,normal
31-Mar-19,12:38:05,33.94217062,1,0,normal
31-Mar-19,12:38:05,32.53156643,1,0,normal
31-Mar-19,12:38:05,31.21924453,1,0,normal
31-Mar-19,12:38:05,26.33875532,1,0,normal
31-Mar-19,12:38:05,29.40496919,1,0,normal
31-Mar-19,12:38:05,28.04188756,1,0,normal
31-Mar-19,12:38:05,29.2231283,1,0,normal
31-Mar-19,12:38:05,32.23338185,1,0,normal
31-Mar-19,12:38:05,32.74886141,1,0,normal
31-Mar-19,12:38:05,28.49889345,1,0,normal
31-Mar-19,12:38:05,27.23144088,1,0,normal
31-Mar-19,12:38:05,30.04392713,0,0,normal
31-Mar-19,12:38:06,25,0,0,normal
31-Mar-19,12:38:06,29.95852983,1,0,normal
31-Mar-19,12:38:06,26.84306727,1,0,normal
31-Mar-19,12:38:06,33.23538992,1,0,normal
31-Mar-19,12:38:06,32.93756662,1,0,normal
31-Mar-19,12:38:06,28.76759563,1,0,normal
31-Mar-19,12:38:06,30.94856872,1,0,normal
31-Mar-19,12:38:06,31.45888127,1,0,normal
31-Mar-19,12:38:06,27.72683363,1,0,normal
31-Mar-19,12:38:07,32.08425319,1,0,normal
31-Mar-19,12:38:07,29.4211728,1,0,normal
31-Mar-19,12:38:07,34.07974082,1,0,normal
31-Mar-19,12:38:07,33.37674477,1,0,normal
31-Mar-19,12:38:07,32.47611559,0,0,normal
31-Mar-19,12:38:07,25,0,0,normal
31-Mar-19,12:38:07,30.64924745,1,0,normal
31-Mar-19,12:38:07,30.35975846,1,0,normal
31-Mar-19,12:38:08,28.85753536,1,0,normal
31-Mar-19,12:38:08,31.80751296,1,0,normal
31-Mar-19,12:38:08,32.09170219,1,0,normal
31-Mar-19,12:38:08,30.68509281,1,0,normal
31-Mar-19,12:38:08,31.92937802,1,0,normal
31-Mar-19,12:38:08,29.95147223,1,0,normal
31-Mar-19,12:38:08,33.40583396,1,0,normal
31-Mar-19,12:38:08,31.760318,1,0,normal
31-Mar-19,12:38:08,29.9898172,1,0,normal
31-Mar-19,12:38:08,28.21641305,1,0,normal
31-Mar-19,12:38:08,31.55242494,0,0,normal
31-Mar-19,12:38:09,25,0,0,normal
31-Mar-19,12:38:09,28.75929301,1,0,normal
31-Mar-19,12:38:09,32.11671257,1,0,normal
31-Mar-19,12:38:09,30.13378297,1,0,normal
31-Mar-19,12:38:09,26.35451497,1,0,normal
31-Mar-19,12:38:09,26.33968638,1,0,normal
31-Mar-19,12:38:09,26.59638331,1,0,normal
31-Mar-19,12:38:09,32.65853642,1,0,normal
31-Mar-19,12:38:09,29.47473989,1,0,normal
31-Mar-19,12:38:09,27.37236641,1,0,normal
31-Mar-19,12:38:09,32.69888362,1,0,normal
31-Mar-19,12:38:09,26.45445139,1,0,normal
31-Mar-19,12:38:09,25.82582538,1,0,normal
31-Mar-19,12:38:09,31.30363221,0,0,normal
31-Mar-19,12:38:09,25,0,0,normal
31-Mar-19,12:38:09,27.17003876,1,0,normal
31-Mar-19,12:38:09,32.64187712,1,0,normal
31-Mar-19,12:38:09,30.39362201,1,0,normal
31-Mar-19,12:38:10,27.74449098,1,0,normal
31-Mar-19,12:38:10,29.30621678,1,0,normal
31-Mar-19,12:38:10,31.01295679,1,0,normal
31-Mar-19,12:38:10,31.28327662,1,0,normal
31-Mar-19,12:38:10,32.87677869,1,0,normal
31-Mar-19,12:38:10,28.32401548,1,0,normal
31-Mar-19,12:38:10,28.4160037,1,0,normal
31-Mar-19,12:38:10,28.46000104,1,0,normal
31-Mar-19,12:38:10,33.49979723,1,0,normal
31-Mar-19,12:38:10,31.882855,0,0,normal
31-Mar-19,12:38:10,25,0,0,normal
31-Mar-19,12:38:10,33.17865499,1,0,normal
31-Mar-19,12:38:10,33.70125013,1,0,normal
31-Mar-19,12:38:10,32.10859558,1,0,normal
31-Mar-19,12:38:10,31.0196499,1,0,normal
